#Date,#Open,#High,#Low,#Close,#Adj Close,#Volume
1/2/2001,6431.140137,6439.22998,6289.819824,6289.819824,6289.819824,31868400
1/3/2001,6284.870117,6467.819824,6172.439941,6434.959961,6434.959961,47080000
1/4/2001,6443.870117,6556.939941,6356.919922,6376.540039,6376.540039,71143100
1/5/2001,6383.330078,6485.339844,6344.160156,6382.310059,6382.310059,65345100
1/8/2001,6368.830078,6426.640137,6337.950195,6392.169922,6392.169922,38720900
1/9/2001,6408.060059,6462.5,6354.970215,6404.52002,6404.52002,44576500
1/10/2001,6402.189941,6413.560059,6293.490234,6320.069824,6320.069824,45415500
1/11/2001,6320.939941,6477.660156,6320.939941,6465.209961,6465.209961,51757400
1/12/2001,6480.819824,6552.52002,6467.120117,6490.029785,6490.029785,60414000
1/15/2001,6506.700195,6553.75,6481.169922,6522.870117,6522.870117,36355600
1/16/2001,6521.279785,6539.640137,6452.620117,6502.890137,6502.890137,42489100
1/17/2001,6540.040039,6668.669922,6540.040039,6653.379883,6653.379883,62694300
1/18/2001,6642.700195,6661.120117,6587.509766,6635.759766,6635.759766,51834200
1/19/2001,6644.419922,6737.180176,6632.810059,6651.529785,6651.529785,65728700
1/22/2001,6652.459961,6688.830078,6594.189941,6675,6675,50523700
1/23/2001,6678.220215,6722.410156,6601.879883,6722.410156,6722.410156,47539900
1/24/2001,6723.209961,6759.009766,6690.720215,6706.669922,6706.669922,54771700
1/25/2001,6700.970215,6775.259766,6677.810059,6727.490234,6727.490234,49038500
1/26/2001,6713.399902,6713.399902,6650.339844,6695.200195,6695.200195,45901500
1/29/2001,6699.100098,6750.959961,6659.97998,6750.959961,6750.959961,36944800
1/30/2001,6746.120117,6792.810059,6706.160156,6739.299805,6739.299805,47815100
1/31/2001,6745.899902,6795.140137,6720.569824,6795.140137,6795.140137,51297700
2/1/2001,6788.569824,6788.569824,6704.680176,6704.680176,6704.680176,49074500
2/2/2001,6709.899902,6750.990234,6624.189941,6638.200195,6638.200195,38115300
2/5/2001,6633.779785,6635.799805,6592.209961,6628.069824,6628.069824,38140300
2/6/2001,6632.490234,6693.450195,6620.029785,6693.029785,6693.029785,40231800
2/7/2001,6691.359863,6691.359863,6578.959961,6578.959961,6578.959961,45085600
