#Date,#Open,#High,#Low,#Close,#Adj Close,#Volume
3/21/2001,9717.459961,9719.44043,9461.540039,9487,9487,312960000
3/22/2001,9490.660156,9497.780273,9106.540039,9389.480469,9389.480469,416820000
3/23/2001,9395.580078,9529.400391,9338.150391,9504.780273,9504.780273,377640000
3/26/2001,9509.25,9724.870117,9509.25,9687.530273,9687.530273,256080000
3/27/2001,9687.929688,9960.879883,9649.80957,9947.540039,9947.540039,325020000
3/28/2001,9941.200195,9941.200195,9695.80957,9785.349609,9785.349609,271130000
3/29/2001,9784.94043,9882.799805,9687.610352,9799.05957,9799.05957,250050000
3/30/2001,9799.469727,9908.139648,9760.639648,9878.780273,9878.780273,249000000
4/2/2001,9877.160156,9992.530273,9705.070313,9777.929688,9777.929688,237210000
4/3/2001,9774.780273,9774.780273,9428.070313,9485.709961,9485.709961,273290000
4/4/2001,9480.950195,9625.900391,9375.719727,9515.419922,9515.419922,301600000
4/5/2001,9527.209961,9929.790039,9527.209961,9918.049805,9918.049805,281710000
4/6/2001,9913.94043,9913.94043,9698.070313,9791.089844,9791.089844,270000000
4/9/2001,9793.580078,9935.589844,9775.790039,9845.150391,9845.150391,208530000
4/10/2001,9850.349609,10155.24023,9849.5,10102.74023,10102.74023,282830000
4/11/2001,10109.04981,10173.79004,9951.919922,10013.46973,10013.46973,299280000
4/12/2001,10013.08008,10127.45996,9934.349609,10126.94043,10126.94043,215510000
4/16/2001,10118.16016,10184.65039,10046.51953,10158.55957,10158.55957,195790000
4/17/2001,10151.73047,10219.40039,10075.54004,10216.73047,10216.73047,234710000
4/18/2001,10226.87988,10687.13965,10226.87988,10615.83008,10615.83008,461800000
4/19/2001,10616.08984,10694.24023,10562.15039,10693.70996,10693.70996,332610000
4/20/2001,10690.33008,10706.46973,10517.07031,10579.84961,10579.84961,324360000
4/23/2001,10571,10571,10483.23047,10532.23047,10532.23047,229400000
4/24/2001,10529.75,10636.91016,10448.03027,10454.33984,10454.33984,224220000
4/25/2001,10453.42969,10639.19043,10444.05957,10625.2002,10625.2002,200210000
4/26/2001,10633.00977,10766.98047,10623.70996,10692.34961,10692.34961,238630000
4/27/2001,10694.9502,10810.04981,10694.9502,10810.04981,10810.04981,222990000
4/30/2001,10814.41016,10906.41016,10712.19043,10734.96973,10734.96973,206420000
5/1/2001,10734.04981,10904.2002,10731.4502,10898.33984,10898.33984,203770000
5/2/2001,10902.76953,10939.2002,10802.55957,10876.67969,10876.67969,228290000
5/3/2001,10872.32031,10872.32031,10723.57031,10796.65039,10796.65039,197610000
5/4/2001,10793.2002,10958.13965,10673.21973,10951.24023,10951.24023,214010000
5/7/2001,10952.34961,10995.28027,10893.58984,10935.16992,10935.16992,190710000
5/8/2001,10936.66016,10946.80957,10819.80957,10883.50977,10883.50977,192290000
5/9/2001,10875.95996,10914.00977,10800.94043,10866.98047,10866.98047,212720000
5/10/2001,10868.87012,10979.08984,10868.79981,10910.44043,10910.44043,189970000
5/11/2001,10908.29981,10920.13965,10774.12988,10821.30957,10821.30957,174720000
5/14/2001,10819.54981,10878.75977,10800.12988,10877.33008,10877.33008,151230000
5/15/2001,10877.45996,10922.16992,10816.16992,10872.96973,10872.96973,202050000
5/16/2001,10864.74023,11231.15039,10814.30957,11215.91992,11215.91992,223850000
5/17/2001,11218.65039,11328.61035,11181.91016,11248.58008,11248.58008,283080000
5/18/2001,11245.78027,11303.75977,11193.59961,11301.74023,11301.74023,214370000
5/21/2001,11299.13965,11345.71973,11232.83984,11337.91992,11337.91992,227630000
5/22/2001,11339.79981,11350.04981,11239.59961,11257.24023,11257.24023,221970000
5/23/2001,11257.75977,11262.25,11101.20996,11105.50977,11105.50977,224130000
5/24/2001,11107.07031,11173.37012,11044.96973,11122.41992,11122.41992,201170000
5/25/2001,11122.03027,11123.99023,10993.79004,11005.37012,11005.37012,146210000
5/29/2001,11004.66016,11066.00977,10970.42969,11039.13965,11039.13965,214540000
5/30/2001,11032.95996,11042.12988,10864.83008,10872.63965,10872.63965,213120000
5/31/2001,10873.23047,10978.95996,10865.94043,10911.94043,10911.94043,190660000
6/1/2001,10913.57031,11021.57031,10835.49023,10990.41016,10990.41016,196260000
6/4/2001,10991.76953,11071.66992,10938.87988,11061.51953,11061.51953,150960000
6/5/2001,11061.38965,11196.53027,11043.44043,11175.83984,11175.83984,211730000
6/6/2001,11177.73047,11179.67969,11059.63965,11070.24023,11070.24023,232580000
6/7/2001,11069.58008,11100.04004,11008.9502,11090.74023,11090.74023,231460000
6/8/2001,11095.62012,11096.45996,10938.08008,10977,10977,176020000
6/11/2001,10974.79004,10975.44043,10871.33984,10922.08984,10922.08984,162750000
6/12/2001,10914.66992,10982.13965,10788.58008,10948.37988,10948.37988,234420000
6/13/2001,10942,11004.33008,10866.51953,10871.62012,10871.62012,195810000
6/14/2001,10868.26953,10868.48047,10659.46973,10690.12988,10690.12988,309640000
6/15/2001,10680.80957,10716.29981,10566.54981,10623.63965,10623.63965,379300000
6/18/2001,10622.5,10709.04981,10614.71973,10645.37988,10645.37988,196230000
6/19/2001,10654.29981,10740.79004,10563.66016,10596.66992,10596.66992,240250000
6/20/2001,10593.79004,10702.07031,10563.86035,10647.33008,10647.33008,244140000
6/21/2001,10646.38965,10759.63965,10597.13965,10715.42969,10715.42969,266590000
6/22/2001,10716.5,10724.69043,10573.99023,10604.58984,10604.58984,210360000
6/25/2001,10607.87988,10644.24023,10468.12012,10504.21973,10504.21973,228190000
6/26/2001,10497.29981,10534.20996,10394.71973,10472.48047,10472.48047,235950000
6/27/2001,10470.34961,10531.19043,10408,10434.83984,10434.83984,210560000
6/28/2001,10438.73047,10646.4502,10438.66016,10566.20996,10566.20996,272820000
6/29/2001,10565.26953,10605.58984,10491.59961,10502.40039,10502.40039,328480000
7/2/2001,10504.9502,10638.87012,10467.37988,10593.71973,10593.71973,215830000
7/3/2001,10588.88965,10595.12988,10531.51953,10571.11035,10571.11035,128500000
7/5/2001,10566.23047,10567.63965,10461.13965,10479.86035,10479.86035,179190000
7/6/2001,10476.73047,10476.73047,10220.13965,10252.67969,10252.67969,207540000
7/9/2001,10253.62012,10323.11035,10222.24023,10299.40039,10299.40039,216290000
7/10/2001,10300.82031,10335.62988,10162.70996,10175.63965,10175.63965,264970000
7/11/2001,10174.7002,10274.01953,10120.88965,10241.01953,10241.01953,267370000
7/12/2001,10269.30957,10496.63965,10269.30957,10478.99023,10478.99023,278190000
7/13/2001,10478.38965,10549.75977,10432.59961,10539.05957,10539.05957,200390000
7/16/2001,10537.98047,10568.69043,10446.59961,10472.12012,10472.12012,220170000
7/17/2001,10468.62012,10628.48047,10438.66016,10606.38965,10606.38965,283640000
7/18/2001,10594.54004,10594.54004,10480.87988,10569.83008,10569.83008,261170000
7/19/2001,10574.33008,10679.12012,10523.91992,10610,10610,235870000
7/20/2001,10606.19043,10606.19043,10529.25,10576.65039,10576.65039,231850000
7/23/2001,10576.91992,10595.40039,10419.70996,10424.41992,10424.41992,185500000
7/24/2001,10423.79981,10423.79981,10203.69043,10241.12012,10241.12012,214180000
7/25/2001,10241.75,10405.66992,10241.19043,10405.66992,10405.66992,228180000
7/26/2001,10403.45996,10459.01953,10284.08984,10455.62988,10455.62988,233860000
7/27/2001,10451.88965,10460.12012,10375.29004,10416.66992,10416.66992,172870000
7/30/2001,10418.67969,10440.48047,10361.4502,10401.71973,10401.71973,155870000
7/31/2001,10403.17969,10595.04981,10402.96973,10522.80957,10522.80957,224450000
8/1/2001,10527.37988,10599.95996,10484.2002,10510.00977,10510.00977,201290000
8/2/2001,10513.46973,10609.65039,10513.46973,10551.17969,10551.17969,219400000
8/3/2001,10550.00977,10550.55957,10433.07031,10512.78027,10512.78027,151270000
8/6/2001,10504.12988,10504.12988,10374.9502,10401.30957,10401.30957,163160000
8/7/2001,10399.03027,10472.71973,10376.04981,10458.74023,10458.74023,161480000
8/8/2001,10456.17969,10479.63965,10267.96973,10293.5,10293.5,185130000
8/9/2001,10291.15039,10312.19043,10205.55957,10298.55957,10298.55957,170020000
8/10/2001,10296.88965,10433.45996,10197.32031,10416.25,10416.25,161930000
8/13/2001,10411.90039,10445.79981,10367.05957,10415.91016,10415.91016,141380000
8/14/2001,10416.9502,10478.80957,10386.91992,10412.16992,10412.16992,145780000
8/15/2001,10407.04981,10469.74023,10340.75977,10345.9502,10345.9502,172000000
8/16/2001,10342.09961,10395.20996,10271.57031,10392.51953,10392.51953,196520000
8/17/2001,10385.45996,10385.45996,10180.92969,10240.78027,10240.78027,217550000
8/20/2001,10239.33008,10320.07031,10210.48047,10320.07031,10320.07031,180510000
8/21/2001,10320.07031,10378.75,10156.01953,10174.13965,10174.13965,182840000
8/22/2001,10170.29981,10305.12988,10134.5,10276.90039,10276.90039,204500000
8/23/2001,10276.41016,10286.79004,10213.51953,10229.15039,10229.15039,153280000
8/24/2001,10232.48047,10440.67969,10223.75977,10423.16992,10423.16992,187860000
8/27/2001,10422.75977,10441.37012,10382.34961,10382.34961,10382.34961,136800000
8/28/2001,10382.55957,10382.83008,10214.33984,10222.03027,10222.03027,172820000
8/29/2001,10224.4502,10267.7002,10075.61035,10090.90039,10090.90039,160980000
8/30/2001,10077.07031,10117.54004,9869.139648,9919.580078,9919.580078,240630000
8/31/2001,9918.959961,10036.94043,9887.200195,9949.75,9949.75,176270000
9/4/2001,9946.980469,10182.37988,9894.879883,9997.490234,9997.490234,262020000
9/5/2001,9998.120117,10066.69043,9885.879883,10033.26953,10033.26953,298080000
9/6/2001,10028.34961,10028.34961,9826.089844,9840.839844,9840.839844,303090000
9/7/2001,9841.25,9842.080078,9558.389648,9605.849609,9605.849609,304980000
9/10/2001,9603.360352,9671.799805,9493.549805,9605.509766,9605.509766,280040000
9/17/2001,9580.320313,9580.320313,8883.400391,8920.700195,8920.700195,565600000
9/18/2001,8922.700195,9022.05957,8861.049805,8903.400391,8903.400391,372230000
9/19/2001,8903.540039,8945.469727,8480.209961,8759.129883,8759.129883,457990000
9/20/2001,8748.610352,8748.820313,8375.719727,8376.209961,8376.209961,439990000
9/21/2001,8356.55957,8438.410156,8062.339844,8235.80957,8235.80957,623480000
9/24/2001,8242.320313,8649.389648,8242.320313,8603.860352,8603.860352,403530000
9/25/2001,8605.589844,8695.540039,8506.360352,8659.969727,8659.969727,349470000
9/26/2001,8660.05957,8718.160156,8527.049805,8567.389648,8567.389648,271690000
9/27/2001,8567.459961,8681.419922,8471.969727,8681.419922,8681.419922,282040000
9/28/2001,8679.070313,8856.549805,8679,8847.55957,8847.55957,340790000
10/1/2001,8845.969727,8850.669922,8732.139648,8836.830078,8836.830078,247430000
10/2/2001,8836.69043,8950.589844,8798.429688,8950.589844,8950.589844,259810000
10/3/2001,8946.019531,9148.349609,8860.839844,9123.780273,9123.780273,327530000
10/4/2001,9127.240234,9187.370117,9045.379883,9060.879883,9060.879883,307660000
10/5/2001,9058.830078,9131.740234,8951.070313,9119.769531,9119.769531,256640000
10/8/2001,9115.75,9144.80957,9012.299805,9067.94043,9067.94043,193330000
10/9/2001,9066.55957,9086.969727,9004.139648,9052.44043,9052.44043,212700000
10/10/2001,9052.299805,9252.900391,9000.139648,9240.860352,9240.860352,253720000
10/11/2001,9242.629883,9432.040039,9242.629883,9410.450195,9410.450195,312240000
10/12/2001,9409.070313,9409.070313,9193.730469,9344.160156,9344.160156,275630000
10/15/2001,9340.839844,9352.049805,9238.780273,9347.620117,9347.620117,199960000
10/16/2001,9346.30957,9411.139648,9298.700195,9384.230469,9384.230469,227850000
10/17/2001,9389.759766,9489.330078,9226.950195,9232.969727,9232.969727,303640000
10/18/2001,9230.75,9233.94043,9134.299805,9163.219727,9163.219727,238660000
10/19/2001,9162.80957,9218.019531,9080.80957,9204.110352,9204.110352,243950000
10/22/2001,9203.910156,9392.80957,9167.450195,9377.030273,9377.030273,222210000
10/23/2001,9379.169922,9439.209961,9300.370117,9340.080078,9340.080078,233120000
10/24/2001,9341.400391,9388.860352,9278.700195,9345.620117,9345.620117,245640000
10/25/2001,9342.290039,9462.900391,9177.889648,9462.900391,9462.900391,252930000
10/26/2001,9462.280273,9598.169922,9423.320313,9545.169922,9545.169922,212840000
10/29/2001,9543.370117,9543.370117,9269.5,9269.5,9269.5,203990000
10/30/2001,9264.519531,9264.519531,9065.589844,9121.980469,9121.980469,245350000
10/31/2001,9123.639648,9223.070313,9064.410156,9075.139648,9075.139648,245200000
11/1/2001,9087.450195,9284.450195,9014.459961,9263.900391,9263.900391,256480000
11/2/2001,9264.519531,9343.820313,9209.650391,9323.540039,9323.540039,222980000
11/5/2001,9326.589844,9476.450195,9326.169922,9441.030273,9441.030273,210700000
11/6/2001,9437.089844,9600.599609,9386.509766,9591.120117,9591.120117,260340000
11/7/2001,9584.679688,9644.120117,9522.410156,9554.370117,9554.370117,233400000
11/8/2001,9558.389648,9721.75,9558.389648,9587.519531,9587.519531,256000000
11/9/2001,9586.959961,9630.410156,9519.769531,9608,9608,174670000
11/12/2001,9606.129883,9606.129883,9408.580078,9554.370117,9554.370117,196140000
11/13/2001,9551.429688,9755.780273,9551.429688,9750.950195,9750.950195,244230000
11/14/2001,9751.129883,9859.379883,9741.410156,9823.610352,9823.610352,297690000
11/15/2001,9824.650391,9903.040039,9808.25,9872.389648,9872.389648,317340000
11/16/2001,9871.509766,9908.790039,9792.469727,9866.990234,9866.990234,244600000
11/19/2001,9870.450195,9976.459961,9870.450195,9976.459961,9976.459961,210100000
11/20/2001,9968.639648,9976.730469,9893.490234,9901.379883,9901.379883,205690000
11/21/2001,9894.19043,9894.19043,9796.410156,9834.679688,9834.679688,173020000
11/23/2001,9833.089844,9961.580078,9833.019531,9959.709961,9959.709961,70520000
11/26/2001,9961.580078,9992.790039,9903.80957,9982.75,9982.75,191870000
11/27/2001,9980.330078,9992.719727,9831.150391,9872.599609,9872.599609,271610000
11/28/2001,9867.05957,9867.200195,9706.610352,9711.860352,9711.860352,252200000
11/29/2001,9710.339844,9829.419922,9691.389648,9829.419922,9829.419922,212460000
11/30/2001,9828.799805,9891.580078,9802.910156,9851.55957,9851.55957,220520000
12/3/2001,9848.929688,9848.929688,9703.900391,9763.959961,9763.959961,223660000
12/4/2001,9765.549805,9893.839844,9743.049805,9893.839844,9893.839844,213650000
12/5/2001,9891.349609,10142.32031,9891.349609,10114.29004,10114.29004,304070000
12/6/2001,10113.53027,10169.44043,10079.76953,10099.13965,10099.13965,238340000
12/7/2001,10099.13965,10099.20996,10002.41016,10049.45996,10049.45996,204020000
12/10/2001,10047.04004,10075.61035,9921.450195,9921.450195,9921.450195,193100000
12/11/2001,9925.599609,10015.90039,9866.849609,9888.370117,9888.370117,234510000
12/12/2001,9887.269531,9919.719727,9806.099609,9894.80957,9894.80957,253990000
12/13/2001,9889.129883,9889.200195,9745.070313,9766.450195,9766.450195,287530000
12/14/2001,9764.719727,9848.450195,9736.419922,9811.150391,9811.150391,225820000
12/17/2001,9809.419922,9930.929688,9798.839844,9891.969727,9891.969727,220780000
12/18/2001,9893.219727,10015.33984,9892.589844,9998.389648,9998.389648,217100000
12/19/2001,9994.589844,10088.33984,9919.790039,10070.49023,10070.49023,247500000
12/20/2001,10064.12988,10076.03027,9985.179688,9985.179688,9985.179688,273560000
12/21/2001,9986.839844,10069.5,9986.839844,10035.33984,10035.33984,359380000
12/24/2001,10036.58984,10072.91016,10034.44043,10035.33984,10035.33984,63010000
12/26/2001,10035.54981,10169.08984,10034.92969,10088.13965,10088.13965,125890000
12/27/2001,10088.70996,10147.23047,10080.87012,10131.30957,10131.30957,132950000
12/28/2001,10133.94043,10184.4502,10109.86035,10136.99023,10136.99023,136950000
12/31/2001,10136.36035,10137.61035,10019.15039,10021.57031,10021.57031,146900000
1/2/2002,10021.70996,10074.01953,9935.700195,10073.40039,10073.40039,203990000
1/3/2002,10073.87988,10174.00977,10051.9502,10172.13965,10172.13965,275020000
1/4/2002,10176.83984,10283.66992,10174.83984,10259.74023,10259.74023,239480000
1/7/2002,10261.33008,10300.15039,10188.12012,10197.04981,10197.04981,225880000
1/8/2002,10195.75977,10211.23047,10121.34961,10150.54981,10150.54981,193640000
1/9/2002,10153.17969,10270.87988,10069.4502,10094.08984,10094.08984,247850000
1/10/2002,10092.5,10101.76953,10032.23047,10067.86035,10067.86035,199300000
1/11/2002,10069.51953,10098.37988,9985.25,9987.530273,9987.530273,197880000
1/14/2002,9985.379883,9985.379883,9889.269531,9891.419922,9891.419922,229950000
1/15/2002,9892.730469,9986.209961,9865.610352,9924.150391,9924.150391,239830000
1/16/2002,9916.540039,9916.540039,9711.099609,9712.269531,9712.269531,261920000
1/17/2002,9712.209961,9857.790039,9712.209961,9850.040039,9850.040039,243530000
1/18/2002,9830.94043,9830.94043,9738.429688,9771.849609,9771.849609,253830000
1/22/2002,9772.339844,9842.839844,9696.570313,9713.799805,9713.799805,222040000
1/23/2002,9710.959961,9773.370117,9680.509766,9730.959961,9730.959961,246200000
1/24/2002,9734.209961,9856.969727,9734.209961,9796.070313,9796.070313,251040000
1/25/2002,9793.230469,9897.849609,9755.110352,9840.080078,9840.080078,195230000
1/28/2002,9843.049805,9894.530273,9798.55957,9865.75,9865.75,169030000
1/29/2002,9865.540039,9908.160156,9616.650391,9618.240234,9618.240234,265460000
1/30/2002,9619.139648,9775.589844,9529.459961,9762.860352,9762.860352,322690000
1/31/2002,9763.200195,9922.490234,9763.200195,9920,9920,271970000
2/1/2002,9923.040039,9943.94043,9860.69043,9907.259766,9907.259766,228390000
2/4/2002,9905.459961,9905.459961,9677.540039,9687.089844,9687.089844,249680000
2/5/2002,9684.740234,9773.719727,9603.990234,9685.429688,9685.429688,273760000
2/6/2002,9682.040039,9733.099609,9608.209961,9653.389648,9653.389648,263670000
2/7/2002,9650.969727,9743.049805,9624.120117,9625.44043,9625.44043,228910000
2/8/2002,9627.650391,9745.55957,9580.320313,9744.240234,9744.240234,244750000
2/11/2002,9739.80957,9892.799805,9710.679688,9884.780273,9884.780273,189050000
2/12/2002,9880.349609,9906.019531,9811.639648,9863.740234,9863.740234,178160000
2/13/2002,9856.990234,9998.25,9856.990234,9989.669922,9989.669922,208240000
2/14/2002,9989.669922,10052.29004,9959.230469,10001.99023,10001.99023,224190000
2/15/2002,10000.83008,10007.45996,9893.769531,9903.040039,9903.040039,246600000
2/19/2002,9899.240234,9899.379883,9734.900391,9745.139648,9745.139648,226130000
2/20/2002,9742.370117,9956.049805,9734.209961,9941.169922,9941.169922,284530000
2/21/2002,9933.55957,10029.94043,9831.980469,9834.679688,9834.679688,277780000
2/22/2002,9834.889648,10002.54004,9796.139648,9968.150391,9968.150391,278200000
2/25/2002,9969.75,10172.62012,9966.360352,10145.70996,10145.70996,256580000
2/26/2002,10145.86035,10186.87988,10033.75,10115.25977,10115.25977,259700000
2/27/2002,10117.65039,10255.24023,10058.66016,10127.58008,10127.58008,263980000
2/28/2002,10130.28027,10238.7002,10104.87988,10106.12988,10106.12988,269590000
3/1/2002,10111.04004,10374.87988,10111.04004,10368.86035,10368.86035,261080000
3/4/2002,10368.09961,10600.09961,10366.78027,10586.82031,10586.82031,298820000
3/5/2002,10591.37988,10596.08984,10425.04981,10433.41016,10433.41016,288840000
3/6/2002,10431.95996,10601.50977,10425.79981,10574.29004,10574.29004,246850000
3/7/2002,10578.09961,10606.87988,10468.63965,10525.37012,10525.37012,258070000
3/8/2002,10531.66992,10663.83008,10531.66992,10572.49023,10572.49023,271140000
3/11/2002,10570.07031,10647.08984,10526,10611.24023,10611.24023,214210000
3/12/2002,10604.32031,10639.67969,10510.91016,10632.34961,10632.34961,218940000
3/13/2002,10620.16992,10620.16992,10474.16992,10501.84961,10501.84961,226430000
3/14/2002,10501.29004,10551.11035,10474.71973,10517.13965,10517.13965,185250000
3/15/2002,10516.4502,10607.23047,10511.46973,10607.23047,10607.23047,330430000
3/18/2002,10608.54004,10661.05957,10525.03027,10577.75,10577.75,182800000
3/19/2002,10578.37988,10673.09961,10577.48047,10635.25,10635.25,189720000
3/20/2002,10626.84961,10626.98047,10496.04004,10501.57031,10501.57031,209070000
3/21/2002,10501.99023,10505.71973,10354.74023,10479.83984,10479.83984,227260000
3/22/2002,10477.7002,10491.19043,10386.36035,10427.66992,10427.66992,188650000
3/25/2002,10428.42969,10449.25977,10280.76953,10281.66992,10281.66992,218840000
3/26/2002,10280.50977,10432.86035,10276.75977,10353.36035,10353.36035,202990000
3/27/2002,10351.28027,10453.90039,10337.86035,10426.91016,10426.91016,190880000
3/28/2002,10429.67969,10502.61035,10403.73047,10403.94043,10403.94043,179480000
4/1/2002,10402.07031,10402.07031,10263.67969,10362.7002,10362.7002,173820000
4/2/2002,10352.45996,10352.45996,10264.86035,10313.70996,10313.70996,191170000
4/3/2002,10311.80957,10339.86035,10139.48047,10198.29004,10198.29004,217770000
4/4/2002,10199.54004,10261.87988,10157.25977,10235.16992,10235.16992,214030000
4/5/2002,10235.79981,10335.29981,10217.38965,10271.63965,10271.63965,181160000
4/8/2002,10258.91016,10258.91016,10120.87012,10249.08008,10249.08008,220420000
4/9/2002,10249.83984,10304.99023,10201.12988,10208.66992,10208.66992,239080000
4/10/2002,10210.40039,10394.66992,10210.40039,10381.73047,10381.73047,267700000
4/11/2002,10378.88965,10378.88965,10154.28027,10176.08008,10176.08008,309050000
4/12/2002,10178.57031,10237.94043,10138.65039,10190.82031,10190.82031,231400000
4/15/2002,10189.57031,10225.75977,10070.49023,10093.66992,10093.66992,231610000
4/16/2002,10100.37988,10308.16992,10100.11035,10301.32031,10301.32031,253910000
4/17/2002,10299.66016,10326.44043,10188.25977,10220.78027,10220.78027,254320000
4/18/2002,10219.46973,10258.83984,10057,10205.28027,10205.28027,266470000
4/19/2002,10212.69043,10270.87988,10212.69043,10257.11035,10257.11035,249560000
4/22/2002,10256,10256,10109.24023,10136.42969,10136.42969,207120000
4/23/2002,10137.2002,10177.12988,10069.45996,10089.24023,10089.24023,238640000
4/24/2002,10090.07031,10163.41992,10027.66016,10030.42969,10030.42969,219790000
4/25/2002,10028.7002,10039.55957,9926.570313,10035.05957,10035.05957,248480000
4/26/2002,10037.41992,10082.66992,9910.719727,9910.719727,9910.719727,213180000
4/29/2002,9910.519531,9937.089844,9811.570313,9819.870117,9819.870117,211930000
4/30/2002,9818.900391,10006.28027,9818.900391,9946.219727,9946.219727,271250000
5/1/2002,9944.900391,10086.61035,9830.669922,10059.62988,10059.62988,262390000
5/2/2002,10057.62012,10117.54004,10040.12012,10091.87012,10091.87012,221770000
5/3/2002,10091.73047,10092.08008,9943.709961,10006.62988,10006.62988,227940000
5/6/2002,10005.79981,10023.86035,9807.69043,9808.040039,9808.040039,213910000
5/7/2002,9810.530273,9919.030273,9810.530273,9836.549805,9836.549805,270090000
5/8/2002,9847.959961,10148.94043,9847.959961,10141.83008,10141.83008,281990000
5/9/2002,10137.95996,10144.74023,10016.73047,10037.41992,10037.41992,215340000
5/10/2002,10040.25,10062.04981,9922.349609,9939.919922,9939.919922,212260000
5/13/2002,9938.820313,10110.96973,9920.200195,10109.66016,10109.66016,201420000
5/14/2002,10119.33984,10304.44043,10119.33984,10298.13965,10298.13965,254830000
5/15/2002,10288.55957,10349.07031,10223.69043,10243.67969,10243.67969,254000000
5/16/2002,10242.11035,10318.83008,10230.67969,10289.20996,10289.20996,198100000
